Gen : 0
0 : (0, 3, 0.0, 123.9013, 0.0, 0.0467)
1 : (1, 0, 0.0, 152.1998, 0.0, 0.0262)
2 : (8, 5, 0.0, 305.4325, 2.0, 0.0209)
3 : (1, 8, 0.0, 243.2685, 1.0, 0.0014)
4 : (1, 9, 0.0, 183.9394, 1.0, 0.1049)
5 : (6, 2, 0.0, 279.9045, 6.0, 0.1461)
6 : (5, 46, 0.0, 199.4473, 1.0, 0.2369)
7 : (15, 17, 0.0071, 526.2813, 1.6667, 0.313)
8 : (16, 20, 0.0012, 241.8733, 1.3333, 0.2399)
9 : (2, 16, 0.0, 90.104, 1.0, 0.0077)
10 : (11, 34, 0.0, 235.2395, 1.25, 0.3319)
11 : (1, 11, 0.0, 290.4525, 1.0, 0.0566)
12 : (0, 5, 0.0146, 146.5213, 0.0, 0.1202)
13 : (3, 0, 0.0164, 244.0149, 0.0, 0.2111)
14 : (4, 1, 0.0, 227.1655, 0.0, 0.0482)
15 : (1, 11, 0.0, 205.6942, 1.0, 0.1506)
16 : (1, 16, 0.0349, 140.2197, 1.0, 0.0515)
17 : (9, 49, 0.0, 170.4393, 1.0, 0.4428)
18 : (1, 15, 0.0, 131.8575, 1.0, 0.0602)
19 : (12, 24, 0.0064, 275.293, 1.3333, 0.1995)
20 : (8, 11, 0.0, 260.6655, 1.5, 0.3008)
21 : (6, 21, 0.0024, 353.0706, 1.5, 0.3464)
22 : (0, 0, 0.2813, 176.3613, 0.0, 0.0625)
23 : (0, 0, 0.0, 192.0282, 0.0, 0.0408)
24 : (2, 14, 0.0, 170.5939, 1.0, 0.1044)
25 : (1, 4, 0.0026, 243.882, 1.0, 0.2144)
26 : (4, 2, 0.0, 105.4158, 2.0, 0.0304)
27 : (2, 6, 0.0141, 238.8667, 1.0, 0.1481)
28 : (4, 6, 0.0025, 187.8199, 1.0, 0.0907)
29 : (0, 4, 0.0, 96.5779, 0.0, 0.0417)
30 : (5, 39, 0.0011, 177.9198, 1.0, 0.1568)
31 : (0, 6, 0.0, 8.0143, 0.0, 0.0113)
32 : (9, 13, 0.0, 237.3194, 1.125, 0.2447)
33 : (2, 9, 0.0, 162.4134, 1.0, 0.0232)
34 : (3, 5, 0.0, 183.2613, 1.0, 0.0461)
35 : (3, 16, 0.0125, 106.7011, 1.0, 0.0932)
36 : (4, 2, 0.0, 240.7959, 1.5, 0.0769)
37 : (2, 4, 0.0, 107.5834, 1.0, 0.0583)
38 : (2, 10, 0.0703, 196.6844, 1.0, 0.0769)
39 : (9, 25, 0.0, 175.3154, 1.2857, 0.2101)
40 : (17, 15, 0.003, 259.6515, 1.875, 0.1429)
41 : (3, 25, 0.0, 183.9484, 1.0, 0.0408)
42 : (2, 0, 0.0, 79.001, 0.0, 0.0278)
43 : (0, 2, 0.0, 172.3451, 0.0, 0.0842)
44 : (1, 13, 0.0032, 191.9704, 1.0, 0.114)
45 : (1, 1, 0.0, 139.1304, 1.0, 0.0267)
46 : (2, 15, 0.0, 220.1909, 2.0, 0.1495)
47 : (10, 2, 0.0, 280.8722, 1.0, 0.1228)
48 : (0, 0, 0.0148, 346.6194, 0.0, 0.2317)
49 : (0, 0, 0.0, 98.1573, 0.0, 0.0216)
50 : (6, 35, 0.0017, 181.1447, 1.2, 0.264)
51 : (5, 29, 0.0, 233.1327, 1.0, 0.2308)
52 : (2, 5, 0.0, 206.6821, 1.0, 0.0165)
53 : (2, 2, 0.0, 154.9722, 1.0, 0.0242)
54 : (16, 18, 0.0, 318.7887, 1.7778, 0.2989)
55 : (2, 23, 0.0, 112.5879, 1.0, 0.0241)
56 : (0, 2, 0.0, 128.3387, 0.0, 0.0662)
57 : (2, 12, 0.0, 140.3512, 1.0, 0.0853)
58 : (11, 4, 0.008, 374.5936, 5.0, 0.0372)
59 : (4, 11, 0.0, 146.7908, 2.0, 0.0407)
60 : (4, 1, 0.0, 293.1549, 1.0, 0.0168)
61 : (0, 5, 0.0, 100.096, 0.0, 0.0079)
62 : (19, 17, 0.0029, 370.5117, 1.7, 0.4118)
63 : (1, 62, 0.0, 190.6065, 1.0, 0.3273)
64 : (0, 0, 0.0, 49.9259, 0.0, 0.0262)
65 : (0, 0, 0.0, 66.0025, 0.0, 0.007)
66 : (0, 9, 0.0, 125.8342, 0.0, 0.1504)
67 : (2, 2, 0.0, 201.8619, 2.0, 0.0871)
68 : (4, 31, 0.0017, 179.0487, 1.0, 0.491)
69 : (16, 16, 0.022, 336.2897, 1.5, 0.3443)
70 : (12, 35, 0.0, 162.1396, 1.2, 0.0745)
71 : (0, 12, 0.0, 0.0, 0.0, 0.0)
72 : (3, 13, 0.0, 194.135, 1.0, 0.1746)
73 : (4, 3, 0.009, 297.5267, 2.0, 0.2207)
74 : (0, 6, 0.0091, 234.401, 0.0, 0.155)
75 : (3, 2, 0.0, 256.4018, 2.0, 0.0241)
76 : (4, 3, 0.0153, 355.13, 1.5, 0.2206)
77 : (3, 8, 0.0, 236.8069, 1.0, 0.1379)
78 : (6, 38, 0.0014, 196.2195, 1.0, 0.2628)
79 : (4, 6, 0.0, 231.3684, 1.3333, 0.0335)
80 : (3, 1, 0.0, 271.2902, 1.0, 0.316)
81 : (0, 3, 0.0, 436.2979, 0.0, 0.0222)
82 : (3, 22, 0.0046, 294.3129, 1.0, 0.2521)
83 : (3, 14, 0.0, 86.4021, 1.0, 0.3796)
84 : (16, 15, 0.0079, 185.8589, 2.0, 0.2023)
85 : (0, 16, 0.0, 208.5796, 0.0, 0.0526)
86 : (0, 21, 0.0, 20.0554, 0.0, 0.0313)
87 : (20, 4, 0.0025, 482.6165, 4.0, 0.2716)
88 : (4, 13, 0.0, 213.7266, 1.3333, 0.164)
89 : (4, 10, 0.0, 162.7472, 1.0, 0.0714)
90 : (13, 15, 0.0, 385.7964, 1.5, 0.2875)
91 : (7, 14, 0.0888, 38.606, 1.75, 0.3016)
92 : (0, 1, 0.0, 22.8651, 0.0, 0.0962)
93 : (0, 4, 0.0497, 176.292, 0.0, 0.3577)
94 : (2, 1, 0.0, 4.9138, 1.0, 0.0474)
95 : (0, 2, 0.0, 386.5766, 0.0, 0.0664)
96 : (10, 25, 0.016, 151.7258, 1.25, 0.0766)
97 : (2, 12, 0.004, 208.2316, 1.0, 0.09)
98 : (11, 13, 0.001, 330.2805, 1.375, 0.3164)
99 : (2, 11, 0.0, 412.6681, 1.0, 0.1032)
100 : (1, 0, 0.0, 143.7819, 0.0, 0.0386)
101 : (0, 1, 0.0, 0.0, 0.0, 0.0)
102 : (5, 47, 0.0, 162.2055, 1.0, 0.2)
103 : (11, 49, 0.0015, 185.4865, 1.1, 0.4248)
104 : (0, 1, 0.0, 72.2655, 0.0, 0.0556)
105 : (1, 3, 0.0, 167.0966, 0.0, 0.1222)
106 : (6, 9, 0.0, 234.3968, 1.2, 0.0668)
107 : (6, 26, 0.0, 158.3847, 1.0, 0.1451)
108 : (6, 5, 0.0, 231.1696, 1.5, 0.131)
109 : (0, 6, 0.0, 243.5244, 0.0, 0.0736)
110 : (14, 8, 0.0, 297.6215, 1.7143, 0.1356)
111 : (1, 15, 0.0156, 343.5645, 1.0, 0.0926)
112 : (3, 10, 0.0, 433.1527, 1.5, 0.0735)
113 : (10, 14, 0.0, 215.3715, 1.6, 0.2201)
114 : (5, 3, 0.0, 586.4698, 1.3333, 0.0442)
115 : (3, 10, 0.0065, 259.3006, 1.0, 0.338)
116 : (2, 15, 0.0, 80.6106, 1.0, 0.0399)
117 : (13, 2, 0.0, 304.3504, 3.5, 0.0408)
118 : (0, 0, 0.2892, 246.0706, 0.0, 0.2444)
119 : (0, 0, 0.0, 441.6207, 0.0, 0.0067)
120 : (0, 17, 0.0, 12.7424, 0.0, 0.0123)
121 : (17, 3, 0.0037, 328.4047, 1.0, 0.279)
122 : (2, 9, 0.0, 340.7238, 1.0, 0.0122)
123 : (9, 38, 0.0, 137.6394, 1.2857, 0.156)
124 : (6, 7, 0.0128, 189.4573, 2.5, 0.0693)
125 : (4, 25, 0.0, 183.3022, 1.0, 0.1154)
126 : (0, 0, 0.0, 114.8114, 0.0, 0.0487)
127 : (0, 0, 0.0, 225.2213, 0.0, 0.0149)
128 : (1, 0, 0.0, 317.156, 0.0, 0.1357)
129 : (0, 1, 0.0, 226.9307, 0.0, 0.012)
130 : (0, 0, 0.0, 0.0, 0.0, 0.0)
131 : (0, 0, 0.0, 49.4256, 0.0, 0.0247)
132 : (0, 9, 0.0, 0.0, 0.0, 0.0)
133 : (9, 1, 0.0, 132.4972, 7.0, 0.0141)
134 : (4, 10, 0.0516, 308.9272, 1.5, 0.3169)
135 : (1, 5, 0.0, 131.5939, 1.0, 0.0262)
136 : (17, 21, 0.0011, 192.1765, 1.2143, 0.2242)
137 : (0, 17, 0.0, 131.1756, 0.0, 0.0017)
138 : (0, 8, 0.0, 132.1514, 0.0, 0.0275)
139 : (8, 1, 0.0205, 144.208, 8.0, 0.0415)
140 : (8, 37, 0.0, 129.9255, 1.1429, 0.1662)
141 : (0, 8, 0.0, 239.9955, 0.0, 0.0047)
142 : (1, 1, 0.0, 91.5647, 0.0, 0.0074)
143 : (1, 2, 0.0, 163.1377, 1.0, 0.0589)
144 : (1, 0, 0.0, 309.5324, 0.0, 0.2334)
145 : (0, 1, 0.0, 150.5795, 0.0, 0.1737)
146 : (1, 4, 0.0, 62.4998, 0.0, 0.0107)
147 : (4, 13, 0.0, 184.7992, 1.0, 0.1)
148 : (18, 2, 0.0, 365.5069, 14.0, 0.0268)
149 : (2, 27, 0.0, 154.8511, 1.0, 0.1538)
150 : (8, 15, 0.0, 247.4351, 1.3333, 0.2161)
151 : (0, 8, 0.0, 275.3725, 0.0, 0.0047)
152 : (4, 34, 0.0132, 262.1356, 1.0, 0.2623)
153 : (10, 12, 0.0132, 307.8284, 1.25, 0.2169)
154 : (7, 7, 0.0111, 375.0851, 1.25, 0.3285)
155 : (0, 7, 0.0, 213.3686, 0.0, 0.1053)
156 : (1, 2, 0.0, 166.569, 0.0, 0.1114)
157 : (1, 1, 0.0, 346.6066, 1.0, 0.0672)
158 : (3, 3, 0.0, 216.1533, 1.5, 0.11)
159 : (0, 5, 0.0, 281.4311, 0.0, 0.0791)
160 : (0, 3, 0.0, 138.8467, 0.0, 0.0047)
161 : (3, 0, 0.0, 344.3767, 0.0, 0.0197)
162 : (3, 14, 0.0121, 249.3203, 1.0, 0.1733)
163 : (0, 3, 0.0, 76.6584, 0.0, 0.0377)
164 : (7, 13, 0.0, 191.3435, 1.0, 0.2236)
165 : (0, 10, 0.0703, 162.4119, 0.0, 0.1899)
166 : (2, 5, 0.0, 103.1248, 1.0, 0.5846)
167 : (0, 2, 0.0, 309.2208, 0.0, 0.0317)
168 : (0, 1, 0.0, 95.5862, 0.0, 0.0667)
169 : (1, 0, 0.0, 257.7023, 0.0, 0.0951)
170 : (2, 9, 0.0, 122.1019, 1.0, 0.0294)
171 : (8, 51, 0.0207, 195.6532, 1.0, 0.2836)
172 : (1, 4, 0.0, 104.9871, 0.0, 0.0221)
173 : (2, 6, 0.0, 159.7182, 1.0, 0.1426)
174 : (3, 40, 0.0, 140.9779, 1.5, 0.1795)
175 : (17, 4, 0.0, 419.6342, 5.0, 0.3732)
176 : (11, 53, 0.0023, 157.1388, 1.0, 0.2187)
177 : (3, 11, 0.0, 187.052, 1.0, 0.0156)
178 : (10, 32, 0.0, 175.4856, 1.1111, 0.1957)
179 : (9, 16, 0.0164, 201.9291, 1.5, 0.1087)
180 : (17, 33, 0.0, 121.8124, 1.2143, 0.0663)
181 : (0, 18, 0.0, 144.1989, 0.0, 0.0366)
182 : (0, 11, 0.0, 374.8932, 0.0, 0.0335)
183 : (11, 5, 0.0, 124.1227, 2.75, 0.0275)
184 : (5, 0, 0.002, 313.7946, 0.0, 0.152)
185 : (0, 5, 0.0, 280.8676, 0.0, 0.2237)
186 : (17, 48, 0.0, 229.2386, 1.0667, 0.4162)
