Gen : 0
0 : (4, 18, 0.0, 209.0685, 1.0, 0.119)
1 : (9, 50, 0.0027, 128.0342, 1.0, 0.119)
2 : (0, 10, 0.0, 206.5042, 0.0, 0.0932)
3 : (6, 0, 0.0, 256.0889, 0.0, 0.0111)
4 : (13, 63, 0.0196, 194.2478, 1.0833, 0.3139)
5 : (6, 17, 0.0, 242.0271, 1.6667, 0.0812)
6 : (8, 2, 0.0, 391.9255, 3.5, 0.2558)
7 : (0, 8, 0.0, 264.2682, 0.0, 0.0983)
8 : (4, 1, 0.0, 84.2118, 1.0, 0.0216)
9 : (0, 5, 0.0, 282.0722, 0.0, 0.0289)
10 : (0, 0, 0.0, 265.9221, 0.0, 0.1798)
11 : (0, 0, 0.0, 239.5854, 0.0, 0.2049)
12 : (0, 0, 0.0, 0.0, 0.0, 0.0)
13 : (0, 0, 0.0, 0.0, 0.0, 0.0)
14 : (0, 0, 0.0, 81.0699, 0.0, 0.0117)
15 : (0, 0, 0.0, 130.138, 0.0, 0.0136)
16 : (0, 0, 0.0345, 315.6927, 0.0, 0.0924)
17 : (0, 0, 0.0, 206.6251, 0.0, 0.1885)
18 : (0, 1, 0.0, 299.9139, 0.0, 0.0196)
19 : (1, 3, 0.0, 162.5959, 1.0, 0.0769)
20 : (0, 20, 0.0, 298.1941, 0.0, 0.1333)
21 : (20, 19, 0.0016, 304.0554, 1.5833, 0.3221)
22 : (0, 1, 0.0, 13.8645, 0.0, 0.0042)
23 : (1, 0, 0.0, 228.7669, 0.0, 0.0186)
24 : (0, 0, 0.0, 376.4951, 0.0, 0.0432)
25 : (0, 0, 0.0, 236.0929, 0.0, 0.0325)
26 : (0, 2, 0.0, 218.1181, 0.0, 0.0608)
27 : (1, 0, 0.0, 187.1778, 0.0, 0.0274)
28 : (4, 5, 0.0016, 347.1635, 1.3333, 0.2676)
29 : (0, 4, 0.0268, 178.0758, 0.0, 0.0764)
30 : (0, 13, 0.0, 35.1948, 0.0, 0.002)
31 : (12, 41, 0.0, 181.3941, 1.0909, 0.2244)
32 : (7, 26, 0.0, 314.1382, 1.4, 0.2663)
33 : (13, 10, 0.0064, 332.285, 1.4286, 0.1294)
34 : (13, 15, 0.0, 428.3507, 1.625, 0.2488)
35 : (6, 51, 0.0, 186.525, 1.0, 0.2133)
